,image,description,AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,FORM,TYPE,SCHOOL,TIMEFRAME,removed
17511,https://www.wga.hu/detail/g/gogh_van/19/2auvers4.jpg,"['\nCatalogue numbers: F 1623r, JH 2047.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Mademoiselle Gachet at the Piano,"June 1890, Auvers-sur-Oise","Black pencil, 318 x 241 mm","Van Gogh Museum, Amsterdam",graphics,portrait,Dutch,1851-1900,"Catalogue numbers: F 1623r, JH 2047."
17527,https://www.wga.hu/detail/g/gogh_van/21/waterc07.jpg,"['\nCatalogue numbers: F 1230, JH 770.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",The Sale of Crosses at the Nuenen Cemetery,"May 1885, Nuenen","Watercolour, 381 x 559 mm","Van Gogh Museum, Amsterdam",graphics,other,Dutch,1851-1900,"Catalogue numbers: F 1230, JH 770."
17530,https://www.wga.hu/detail/g/gogh_van/21/waterc10.jpg,"['\nCatalogue numbers: F 1484, JH 1438.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)","Harvest in Provence, at the Left Montmajour","June 1888, Arles","Watercolour and pen, 395 x 525 mm","Fogg Art Museum, Harvard University, Cambridge",graphics,landscape,Dutch,1851-1900,"Catalogue numbers: F 1484, JH 1438."
17532,https://www.wga.hu/detail/g/gogh_van/21/waterc12.jpg,"['\nCatalogue numbers: F 1527, JH 1708.\r\n\r\n\n']","GOGH, Vincent van","(b. 1853, Groot Zundert, d. 1890, Auvers-sur-Oise)",Flowering Bushes in the Asylum Garden,"October 1889, Saint-Rémy","Watercolour on paper, 620 x 470 mm","Rijksmuseum Kröller-Müller, Otterlo",graphics,landscape,Dutch,1851-1900,"Catalogue numbers: F 1527, JH 1708."
17870,https://www.wga.hu/detail/g/goya/3/310goya.jpg,['\r\nThe attribution of this painting is debated.\r\n\r\n\n'],"GOYA Y LUCIENTES, Francisco de","(b. 1746, Fuendetodos, d. 1828, Bordeaux)",Robbery,c. 1794,"Oil on canvas, 69 x 107,5 cm","Szépmûvészeti Múzeum, Budapest",painting,other,Spanish,1801-1850,The attribution of this painting is debated.
17966,https://www.wga.hu/detail/g/goya/9g/91/50capric.jpg,['\r\nThis is Plate 50 from the series Los Caprichos.\r\n\r\n\n'],"GOYA Y LUCIENTES, Francisco de","(b. 1746, Fuendetodos, d. 1828, Bordeaux)",The Chinchillas,1799,"Etching and aquatint, 210 x 150 mm",-,graphics,other,Spanish,1801-1850,This is Plate 50 from the series Los Caprichos.
18001,https://www.wga.hu/detail/g/goya/9g/94/9408draw.jpg,['\r\nThis graphics is from Album F.\r\n\r\n\n'],"GOYA Y LUCIENTES, Francisco de","(b. 1746, Fuendetodos, d. 1828, Bordeaux)",Woman Hitting Another Woman with a Shoe,1812-23,"Sepia wash, 205 x 141 mm","Museum Boijmans van Beuningen, Rotterdam",graphics,other,Spanish,1801-1850,This graphics is from Album F.
18003,https://www.wga.hu/detail/g/goya/9g/94/9410draw.jpg,['\r\nThis graphics belongs to Album C.\r\n\r\n\n'],"GOYA Y LUCIENTES, Francisco de","(b. 1746, Fuendetodos, d. 1828, Bordeaux)",Who Can Think of It?,1814-23,"Sepia wash and Indian ink, 205 x 142 mm","Museo del Prado, Madrid",graphics,other,Spanish,1801-1850,This graphics belongs to Album C.
18311,https://www.wga.hu/detail/g/greco_el/04/0411grec.jpg,['\r\nThe detail shows the head of the Saint.\r\n\r\n\n'],"GRECO, El","(b. 1541, Candia, d. 1614, Toledo)",The Martyrdom of St Maurice and his Legions (detail),1580-81,Oil on canvas,"Chapter House, Monasterio de San Lorenzo, El Escorial",painting,religious,Spanish,1551-1600,The detail shows the head of the Saint.
18337,https://www.wga.hu/detail/g/greco_el/07/0704grec.jpg,['\r\nThe painting is in a bad state of conservation.\r\n\r\n\n'],"GRECO, El","(b. 1541, Candia, d. 1614, Toledo)",Portrait of a Gentleman,1580-85,"Oil on canvas, 66 x 55 cm","Museo del Prado, Madrid",painting,portrait,Spanish,1551-1600,The painting is in a bad state of conservation.
18362,https://www.wga.hu/detail/g/greco_el/09/0908grec.jpg,['\r\nThe detail shows the self-portrait of the artist.\r\n\r\n\n'],"GRECO, El","(b. 1541, Candia, d. 1614, Toledo)",The Burial of the Count of Orgaz (detail),1586-88,Oil on canvas,"Santo Tomé, Toledo",painting,portrait,Spanish,1551-1600,The detail shows the self-portrait of the artist.
18477,https://www.wga.hu/detail/g/greco_el/19/1909grec.jpg,"['\r\nIn the background, a view of Toledo, as Troy.\r\n\r\n\n']","GRECO, El","(b. 1541, Candia, d. 1614, Toledo)",Laocoön (detail),1610,Oil on canvas,"National Gallery of Art, Washington",painting,mythological,Spanish,1551-1600,"In the background, a view of Toledo, as Troy."
18695,https://www.wga.hu/detail/g/grunewal/3/03maggi2.jpg,['\r\nThe detail shows the wife of the patrician.\r\n\r\n\n'],"GRÜNEWALD, Matthias","(b. 1470/80, Würzburg, d. 1528, Halle)",Establishment of the Santa Maria Maggiore in Rome (detail),1517-19,Oil on wood,"Städtische Museen, Freiburg im Breisgau",painting,religious,German,1501-1550,The detail shows the wife of the patrician.
18698,https://www.wga.hu/detail/g/grunewal/3/04erasm1.jpg,['\r\nThe detail represents St Erasm.\r\n\r\n\n'],"GRÜNEWALD, Matthias","(b. 1470/80, Würzburg, d. 1528, Halle)",Meeting of St Erasm and St Maurice (detail),1517-23,Oil on wood,"Alte Pinakothek, Munich",painting,religious,German,1501-1550,The detail represents St Erasm.
18699,https://www.wga.hu/detail/g/grunewal/3/04erasm2.jpg,['\r\nThe detail represents St Maurice.\r\n\r\n\n'],"GRÜNEWALD, Matthias","(b. 1470/80, Würzburg, d. 1528, Halle)",Meeting of St Erasm and St Maurice (detail),1517-23,Oil on wood,"Alte Pinakothek, Munich",painting,religious,German,1501-1550,The detail represents St Maurice.
18731,https://www.wga.hu/detail/g/gualtier/2triump5.jpg,['\r\nThis detail showa the Colossus of Rhodes.\r\n\r\n\n'],GUALTIERO PADOVANO,"(b. ca. 1510, Padova, d. 1552, Padova)",Hall of the Triumphs (detail),1550-52,Fresco,"Villa Godi Malinverni, Lonedo di Lugo Vicentino",painting,mythological,Italian,1501-1550,This detail shows the Colossus of Rhodes.
18856,https://www.wga.hu/detail/g/guarini/sindone3.jpg,['\r\nThe picture shows the exterior view of the dome.\r\n\r\n\n'],"GUARINI, Guarino","(b. 1624, Modena, d. 1683, Milano)",Exterior view,1667-90,Photo,"Cappella della Santissima Sindone, Turin",architecture,other,Italian,1651-1700,The picture shows the exterior view of the dome.
18858,https://www.wga.hu/detail/g/guarini/sindone5.jpg,['\r\nThe photo shows the dome of the presbytery.\r\n\r\n\n'],"GUARINI, Guarino","(b. 1624, Modena, d. 1683, Milano)",Interior view,1667-90,Photo,"Cappella della Santissima Sindone, Turin",architecture,interior,Italian,1651-1700,The photo shows the dome of the presbytery.
19033,https://www.wga.hu/detail/g/guntherm/rottenbu.jpg,['\r\nThe fresco decoration is the work of Günther.\r\n\r\n\n'],"GÜNTHER, Matthäus","(b. 1705, Tritschengreith, d. 1788, Haid bei Wessobrunn)",Interior,1740s,Photo,"Klosterkirche, Rottenbuch",painting,interior,German,1751-1800,The fresco decoration is the work of Günther.
19133,https://www.wga.hu/detail/h/hals/frans/03-1630/32mulatt.jpg,"['\r\nThe painting is signed at the bottom right: ""FH"".\r\n\r\n\n']","HALS, Frans","(b. 1580, Antwerpen, d. 1666, Haarlem)",Mulatto (so-called),1628-30,"Oil on canvas, 72 x 57,5 cm (original support)","Museum der Bildenden Künste, Leipzig",painting,portrait,Dutch,1601-1650,The painting is signed at the bottom right: FH.
20171,https://www.wga.hu/detail/h/huber/capture.jpg,['\r\nThe panel once belonged to a winged altarpiece.\r\n\r\n\n'],"HUBER, Wolf","(b. ca. 1490, Feldkirch, d. 1553, Passau)",The Capture of Christ,-,"Oil on lime wood, 61 x 67 cm","Alte Pinakothek, Munich",painting,religious,German,1501-1550,The panel once belonged to a winged altarpiece.
20211,https://www.wga.hu/detail/h/huguet/stgeorgx.jpg,['\r\nThe detail shows the head of St George.\r\n\r\n\n'],"HUGUET, Jaume","(b. ca. 1415, Valls, d. 1492, Barcelona)",Triptych of Saint George (detail),1459-60,Panel,"Museu Nacional d'Art de Catalunya, Barcelona",painting,religious,Catalan,1451-1500,The detail shows the head of St George.
20274,https://www.wga.hu/detail/i/ingres/01ingres.jpg,['\r\nThe painting was exhibited at the Salon of 1806.\r\n\r\n\n'],"INGRES, Jean-Auguste-Dominique","(b. 1780, Montauban, d. 1867, Paris)",Mademoiselle Caroline Rivière,1806,"Oil on canvas, 100 x 70 cm","Musée du Louvre, Paris",painting,portrait,French,1801-1850,The painting was exhibited at the Salon of 1806.
20349,https://www.wga.hu/detail/j/jacob_l/s_thomas.jpg,['\r\nThis print was made after François Boucher.\r\n\r\n\n'],"JACOB, Louis","(b. 1712, Lisieux, d. 1802, Paris)",Saint Thomas,1726,"Etching and engraving, 346 x 218 mm","Metropolitan Museum of Art, New York",graphics,religious,French,1701-1750,This print was made after François Boucher.
20378,https://www.wga.hu/detail/j/jacopin/clemen02.jpg,['\r\nThe picture shows a detail of folio 83v.\r\n\r\n\n'],JACOPINO DA REGGIO,(active 1265-c. 1300 in Bologna),Biblia Clementis VII Papae,1275-1300,Manuscript (Ms. français 18),"Bibliothèque Nationale, Paris",illumination,religious,Italian,1251-1300,The picture shows a detail of folio 83v.
20379,https://www.wga.hu/detail/j/jacopin/clemen03.jpg,['\r\nThe picture shows a detail of folio 83v.\r\n\r\n\n'],JACOPINO DA REGGIO,(active 1265-c. 1300 in Bologna),Biblia Clementis VII Papae,1275-1300,Manuscript (Ms. français 18),"Bibliothèque Nationale, Paris",illumination,religious,Italian,1251-1300,The picture shows a detail of folio 83v.
20381,https://www.wga.hu/detail/j/jacopin/clemen05.jpg,['\r\nThe picture shows detail of folio 342v.\r\n\r\n\n'],JACOPINO DA REGGIO,(active 1265-c. 1300 in Bologna),Biblia Clementis VII Papae,1275-1300,Manuscript (Ms. français 18),"Bibliothèque Nationale, Paris",illumination,religious,Italian,1251-1300,The picture shows detail of folio 342v.
20430,https://www.wga.hu/detail/j/jacopo/cione/1/2l1_main1.jpg,['\r\nThe picture shows the head of St Francis.\r\n\r\n\n'],JACOPO DI CIONE,"(b. ca. 1325, Firenze, d. ca. 1399, Firenze)",San Pier Maggiore Altarpiece: Adoring Saints (detail),1370-71,Egg tempera on wood,"National Gallery, London",painting,religious,Italian,1351-1400,The picture shows the head of St Francis.
20438,https://www.wga.hu/detail/j/jacopo/cione/1/3r1_main1.jpg,['\r\nThe picture shows the head of St Lawrence.\r\n\r\n\n'],JACOPO DI CIONE,"(b. ca. 1325, Firenze, d. ca. 1399, Firenze)",San Pier Maggiore Altarpiece: Adoring Saints (detail),1370-71,Egg tempera on wood,"National Gallery, London",painting,religious,Italian,1351-1400,The picture shows the head of St Lawrence.
20439,https://www.wga.hu/detail/j/jacopo/cione/1/3r1_main2.jpg,['\r\nThe detail shows St Agnes holding the Lamb of God.\r\n\r\n\n'],JACOPO DI CIONE,"(b. ca. 1325, Firenze, d. ca. 1399, Firenze)",San Pier Maggiore Altarpiece: Adoring Saints (detail),1370-71,Egg tempera on wood,"National Gallery, London",painting,religious,Italian,1351-1400,The detail shows St Agnes holding the Lamb of God.
20453,https://www.wga.hu/detail/j/jacopo/cione/2/altar31.jpg,['\r\nThe detail shows the head of St Mary Magdalene.\r\n\r\n\n'],JACOPO DI CIONE,"(b. ca. 1325, Firenze, d. ca. 1399, Firenze)",The Crucifixion (detail),c. 1365,"Tempera on wood, gold ground","Metropolitan Museum of Art, New York",painting,religious,Italian,1351-1400,The detail shows the head of St Mary Magdalene.
20462,https://www.wga.hu/detail/j/jacopo/cione/2/crucifi4.jpg,"[""\r\nThe detail shows the figures below Christ's cross.\r\n\r\n\n""]",JACOPO DI CIONE,"(b. ca. 1325, Firenze, d. ca. 1399, Firenze)",The Crucifixion (detail),1369-70,Egg tempera on wood,"National Gallery, London",painting,religious,Italian,1351-1400,The detail shows the figures below Christ's cross.
20464,https://www.wga.hu/detail/j/jacopo/cione/2/nolime1.jpg,['\r\nThe detail shows the head of St Mary Magdalene.\r\n\r\n\n'],JACOPO DI CIONE,"(b. ca. 1325, Firenze, d. ca. 1399, Firenze)",Noli me tangere (detail),1368-70,Egg tempera on wood,"National Gallery, London",painting,religious,Italian,1351-1400,The detail shows the head of St Mary Magdalene.
20692,https://www.wga.hu/detail/j/jordaens/3/self_fay.jpg,['\r\nThe detail shows the head of the artist.\r\n\r\n\n'],"JORDAENS, Jacob","(b. 1593, Antwerpen, d. 1678, Antwerpen)","Self-Portrait among Parents, Brothers and Sisters (detail)",c. 1615,Oil on canvas,"The Hermitage, St. Petersburg",painting,portrait,Flemish,1651-1700,The detail shows the head of the artist.
20704,https://www.wga.hu/detail/j/jourdain/samarit3.jpg,['\r\nThe photo shows a view of the atrium.\r\n\r\n\n'],"JOURDAIN, Frantz","(b. 1847, Antwerpen, d. 1935, Paris)",)nterior view,1905-10,Photo,"La Samaritaine, Paris",architecture,interior,French,1851-1900,The photo shows a view of the atrium.
20705,https://www.wga.hu/detail/j/jourdain/samarit4.jpg,['\r\nThe photo shows the glass roof.\r\n\r\n\n'],"JOURDAIN, Frantz","(b. 1847, Antwerpen, d. 1935, Paris)",)nterior view,1905-10,Photo,"La Samaritaine, Paris",architecture,interior,French,1851-1900,The photo shows the glass roof.
20706,https://www.wga.hu/detail/j/jourdain/samarit5.jpg,['\r\nThe photo shows the staircase.\r\n\r\n\n'],"JOURDAIN, Frantz","(b. 1847, Antwerpen, d. 1935, Paris)",)nterior view,1905-10,Photo,"La Samaritaine, Paris",architecture,interior,French,1851-1900,The photo shows the staircase.
20764,https://www.wga.hu/detail/j/juvarra/carmine1.jpg,['\r\nThe picture shows the façade of church.\r\n\r\n\n'],"JUVARRA, Filippo","(b. 1678, Messina, d. 1736, Madrid)",Exterior view,1732-35,Photo,"Chiesa del Carmine, Turin",architecture,other,Italian,1701-1750,The picture shows the façade of church.
21315,https://www.wga.hu/detail/l/labroust/genevie2.jpg,['\r\nThe photo shows a detail of the façade.\r\n\r\n\n'],"LABROUSTE, Henri","(b. 1801, Paris, d. 1875, Fontainebleau)",Exterior view,1844-50,Photo,"Bibliothèque Sainte-Geneviève, Paris",architecture,other,French,1851-1900,The photo shows a detail of the façade.
21348,https://www.wga.hu/detail/l/lagrenee/louis/louvre6.jpg,['\r\nThe painting was exhibited at the Salon of 1781.\r\n\r\n\n'],"LAGRENÉE, Louis-Jean-François","(b. 1724, Paris, d. 1805, Paris)",Love Consoling Painting from the Critics of her Enemies,1781,"Oil on panel, 21 x 27 cm","Musée du Louvre, Paris",painting,mythological,French,1751-1800,The painting was exhibited at the Salon of 1781.
21369,https://www.wga.hu/detail/l/lairesse/z_heads.jpg,['\r\nThese heads were inspired by classical models.\r\n\r\n\n'],"LAIRESSE, Gérard de","(b. 1641, Liège, d. 1711, The Hague)",Five Female Heads,-,Etching,"Rijksmuseum, Amsterdam",graphics,study,Dutch,1651-1700,These heads were inspired by classical models.
21372,https://www.wga.hu/detail/l/lajoue/winter.jpg,['\r\nThis drawing is a design of a decorative panel.\r\n\r\n\n'],"LAJOUE, Jacques de","(b. 1686, Paris, d. 1761, Paris)",Winter,-,"Pen and brush, Indian ink and watercolour over preparatory pencil drawing, 274 x113 mm","The Hermitage, St. Petersburg",graphics,study,French,1701-1750,This drawing is a design of a decorative panel.
21664,https://www.wga.hu/detail/l/le_brun/1versail/1glaces3.jpg,['\r\nThe painting is located in the Hall of Mirrors.\r\n\r\n\n'],"LE BRUN, Charles","(b. 1619, Paris, d. 1690, Paris)",The King Governs by Himself,1681-84,"Oil on canvas, 800 x 500 cm","Château, Versailles",painting,historical,French,1651-1700,The painting is located in the Hall of Mirrors.
21665,https://www.wga.hu/detail/l/le_brun/1versail/1glaces4.jpg,['\r\nThe painting is located in the Hall of Mirrors\r\n\r\n\n'],"LE BRUN, Charles","(b. 1619, Paris, d. 1690, Paris)",Order Restored in the Kingdom's Finances,1681-84,"Plaster, oil on wood, oil canvas, 300 x 120 cm","Château, Versailles",painting,historical,French,1651-1700,The painting is located in the Hall of Mirrors
21666,https://www.wga.hu/detail/l/le_brun/1versail/1glaces5.jpg,['\r\nThe painting is located in the Hall of Mirrors\r\n\r\n\n'],"LE BRUN, Charles","(b. 1619, Paris, d. 1690, Paris)","Capture of the City and Citadel of Gand in Six Days, 1678",1681-84,"Oil on canvas, 600 x 400 cm","Château, Versailles",painting,historical,French,1651-1700,The painting is located in the Hall of Mirrors
21722,https://www.wga.hu/detail/l/le_lorr/thedeath.jpg,['\r\nThis etching was made after Jean-François de Troy.\r\n\r\n\n'],"LE LORRAIN, Louis-Joseph","(b. 1715, Paris, 1759, St. Petersburg)",The Death of Lucretia,1742,"Etching, 291 x 224 mm","Royal Academy of Arts, London",graphics,mythological,French,1701-1750,This etching was made after Jean-François de Troy.
21740,https://www.wga.hu/detail/l/le_nain/happyfam.jpg,['\r\nThe painting is also titled Return from Baptism.\r\n\r\n\n'],LE NAIN brothers,"(b. 1598/1610, Laon, d. Louis and Antoine: 1648, Mathieu: 1677, Paris)",The Happy Family,1642,"Oil on canvas, 61 x 78 cm","Musée du Louvre, Paris",painting,genre,French,1601-1650,The painting is also titled Return from Baptism.
21900,https://www.wga.hu/detail/l/legeay/tomb_urn.jpg,['\r\nThis etching is from the series Views of Tombs.\r\n\r\n\n'],"LEGEAY, Jean-Laurent","(b. ca. 1710, Paris, d. after 1788)",Tomb with Funerary Urn,1768,Etching,"National Gallery of Art, Washington",graphics,religious,French,1751-1800,This etching is from the series Views of Tombs.
21988,https://www.wga.hu/detail/l/leonardo/01/2annunc3.jpg,['\r\nThe detail shows the head of the Virgin.\r\n\r\n\n'],LEONARDO da Vinci,"(b. 1452, Vinci, d. 1519, Cloux, near Amboise)",Annunciation (detail),1472-75,Oil and tempera on wood,"Galleria degli Uffizi, Florence",painting,religious,Italian,1451-1500,The detail shows the head of the Virgin.
21998,https://www.wga.hu/detail/l/leonardo/01/7annunc1.jpg,['\r\nThe detail shows the angel annunciating.\r\n\r\n\n'],LEONARDO da Vinci,"(b. 1452, Vinci, d. 1519, Cloux, near Amboise)",Annunciation (detail),1478-82,Oil on panel,"Musée du Louvre, Paris",painting,religious,Italian,1451-1500,The detail shows the angel annunciating.
21999,https://www.wga.hu/detail/l/leonardo/01/7annunc2.jpg,['\r\nThe detail shows the Virgin annunciated.\r\n\r\n\n'],LEONARDO da Vinci,"(b. 1452, Vinci, d. 1519, Cloux, near Amboise)",Annunciation (detail),1478-82,Oil on panel,"Musée du Louvre, Paris",painting,religious,Italian,1451-1500,The detail shows the Virgin annunciated.
22056,https://www.wga.hu/detail/l/leonardo/07study1/3litta.jpg,['\r\nThe drawing is a study for the Madonna Litta.\r\n\r\n\n'],LEONARDO da Vinci,"(b. 1452, Vinci, d. 1519, Cloux, near Amboise)",Study of a woman's head,c. 1490,"Silverpoint on greenish prepared paper, 180 x 168 mm","Musée du Louvre, Paris",graphics,study,Italian,1451-1500,The drawing is a study for the Madonna Litta.
22155,https://www.wga.hu/detail/l/leonardo/12engine/4device4.jpg,['\r\nSystem for equalizing the release of a spring.\r\n\r\n\n'],LEONARDO da Vinci,"(b. 1452, Vinci, d. 1519, Cloux, near Amboise)",Spring Device,-,Manuscript,"Museo del Prado, Madrid",graphics,study,Italian,1451-1500,System for equalizing the release of a spring.
22167,https://www.wga.hu/detail/l/leonardo/15sculpt/1equest2.jpg,['\r\nThis is another view of the statue.\r\n\r\n\n'],LEONARDO da Vinci,"(b. 1452, Vinci, d. 1519, Cloux, near Amboise)",Equestrian Statue,1516-19,"Bronze, 24,3 cm","Szépmûvészeti Múzeum, Budapest",sculpture,other,Italian,1451-1500,This is another view of the statue.
22181,https://www.wga.hu/detail/l/leonard/pistoia3.jpg,['\r\nThe picture shows the roundel with St Jerome.\r\n\r\n\n'],LEONARDO DI SER GIOVANNI,(active 1358-1371 in Florence),Silver Altar of St James (detail),c. 1367,Enamels,"Duomo, Pistoia",metalwork,religious,Italian,1351-1400,The picture shows the roundel with St Jerome.
22282,https://www.wga.hu/detail/l/levitsky/portrai5.jpg,['\r\nMikhail Krechetnikov was a Russian general.\r\n\r\n\n'],"LEVITSKY, Dmitry Grigorevich","(b. 1735, Kiev, d. 1822, St. Petersburg)",Portrait of Mikhail Krechetnikov,1770s,"Oil on canvas, 63 x 50 cm","The Hermitage, St. Petersburg",painting,portrait,Russian,1751-1800,Mikhail Krechetnikov was a Russian general.
22353,https://www.wga.hu/detail/l/lhermitt/harbour.jpg,['\r\nThe painting is signed lower right: L. Lhermitte.\r\n\r\n\n'],"LHERMITTE, Léon-Augustin","(b. 1844, Mont Saint-Père, Aisne, d. 1925, Paris)",Entrance of La Rochelle's Harbour,-,"Pastel on beige paper, 45 x 54 cm",Private collection,painting,landscape,French,1851-1900,The painting is signed lower right: L. Lhermitte.
22576,https://www.wga.hu/detail/l/lippi/flippino/carafa/2altar2.jpg,['\r\nThe detail shows mary from the altarpiece.\r\n\r\n\n'],"LIPPI, Filippino","(b. ca. 1457, Prato, d. 1504, Firenze)",Annunciation (detail),1489-91,Fresco,"Santa Maria sopra Minerva, Rome",painting,religious,Italian,1451-1500,The detail shows mary from the altarpiece.
22599,https://www.wga.hu/detail/l/lippi/flippino/strozzi/1dragon4.jpg,['\r\nThe detail shows a priest from the left grouping.\r\n\r\n\n'],"LIPPI, Filippino","(b. ca. 1457, Prato, d. 1504, Firenze)",St Philip Driving the Dragon from the Temple of Hieropolis (detail),1487-1502,Fresco,"Strozzi Chapel, Santa Maria Novella, Florence",painting,religious,Italian,1451-1500,The detail shows a priest from the left grouping.
22649,https://www.wga.hu/detail/l/lippi/filippo/1440/03coron5.jpg,['\r\nThe picture shows a detail with St Theopista.\r\n\r\n\n'],"LIPPI, Fra Filippo","(b. 1406, Firenze, d. 1469, Spoleto)",Coronation of the Virgin (detail),1441-47,Tempera on wood,"Galleria degli Uffizi, Florence",painting,religious,Italian,1401-1450,The picture shows a detail with St Theopista.
